name,address,city,state,zip,full_address,farm_type,produce,phone,website,distance,hours
"Other Local Farm Products (Honey, Horses, Milk, Meat, Eggs, Etc.)",,,Hawaii,,,"U-Pick Farm, Orchard",,,,,
"Venues: Farms, Wineries, Orchards for your event, wedding or party",,,Hawaii,,,"U-Pick Farm, Orchard",,,,,
Farm Tours in Hawaii,"Kapaa Beach Park (next to the Library), Kapaa, Hi 96746. Phone: 808-651-3273. Email: info@kbakauai.org. Open: Saturday, October 1st, 2011 - 9 AM to 5 PM, Sunday, October 2nd, 2011 - 10 AM to 4 PM. The festival offers non-stop entertainment on a main stage, keiki (children's) stage, cooking demonstrations by Kauai's best chefs, the largest gathering of Kauai artisans (featuring certified Kauai Made Vendors), crafters and Polynesian products of any festival, kooky coconut games, pie eating contests, local folks competing to win a coconut cook-off contest, hands-on activities, an area dedicated to teaching the uses and by-products of this unusual seed, cultural and historical presentations, hands-on activities, and everything you can imagine to eat made with...Coconut!",,Hawaii,,"Kapaa Beach Park (next to the Library), Kapaa, Hi 96746. Phone: 808-651-3273. Email: info@kbakauai.org. Open: Saturday, October 1st, 2011 - 9 AM to 5 PM, Sunday, October 2nd, 2011 - 10 AM to 4 PM. The festival offers non-stop entertainment on a main stage, keiki (children's) stage, cooking demonstrations by Kauai's best chefs, the largest gathering of Kauai artisans (featuring certified Kauai Made Vendors), crafters and Polynesian products of any festival, kooky coconut games, pie eating contests, local folks competing to win a coconut cook-off contest, hands-on activities, an area dedicated to teaching the uses and by-products of this unusual seed, cultural and historical presentations, hands-on activities, and everything you can imagine to eat made with...Coconut!","U-Pick Farm, Orchard",,,,,
Toggle,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pickyourown.org/,,
Start,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pickyourown.org/statelist3.php,,
Gmail",,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,,,
Pumpkins,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pumpkinpatchesandmore.org/HIpumpkins.php,,
Other,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,,,
Discover,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",corn,,,,
Note,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,,,
Remember,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,,,
Canning Supplies Store,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,,,
Don,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",corn,,https://www.pumpkinpatchesandmore.org/HIpumpkins.php,,
Click,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,,,
"Kaye
Family Farm",,Pick,NO,,"Pick, NO undefined","U-Pick Farm, Orchard",,,,,
Lions Gate Coffee,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,https://www.pickyourown.org/PYO.php?PAGGE=/HI.htm&NAME=Lions%20Gate%20Coffee%20and%20Macadamia%20Farms&URL=https://www.coffeeofkona.com,,
Waimanalo Country Farms,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,https://www.pickyourown.org/PYORD2.php?PAGGE=/HI.htm&NAME=Waimanalo%20Country%20Farms&URL=http%3A%2F%2Fwww.waimanalocountryfarms.com/,,
Farm,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,https://www.localfarmmarkets.org/HIfarmmarkets.php,,
Venues,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,http://www.farmsforyourevent.org/HI.php,,
Children,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,http://www.consignmentsalefinder.org/HI.php,,
Fruit,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,https://www.pickyourown.org/festivals.php,,
Winery,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,http://winerytoursandtastings.org/HI.php,,
Horse,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,http://horseridesandmore.org/HI.php,,
Bed,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,http://www.farmbedandbreakfasts.org/HI.php,,
Zombie Paintball,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,http://www.zombiefunnearyou.org/HI.php,,
Environmental,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,http://www.ehso.com/contents.php,,
Consumer,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,http://www.consumerfraudreporting.org/,,
Wholesale,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,http://www.wholesalefoodsources.org/HI.php,,
Kauai Coconut Festival,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,https://www.pickyourown.org/PYO.php?PAGGE=/HI.htm&NAME=Kauai%20Coconut%20Festival&URL=https://www.kbakauai.org/Pages/coconut-festival.html,,
Water,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,https://amzn.to/3JxlwrA,,
Pressure,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,https://amzn.to/3YwPbsi,,
Canning,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,https://amzn.to/3Z2nKVF,,
Ball Blue,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,https://amzn.to/3JUfpiy,,
Jars,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,https://amzn.to/3n8pz6o,,
Lids,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,https://amzn.to/3Z7sJEt,,
Wide,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,https://amzn.to/464ylnw,,
Road,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,http://www.roadtrippingandcamping.com//HI.php,,
Applesauce Recipe Ebook,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",apples,,,,
Festivals,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,https://www.pickyourown.org/festivals.php,,
Pumpkin,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",corn,,https://www.pumpkinpatchesandmore.org/HIpumpkins.php,,
Get,,,Hawaii,,", Hawaii","U-Pick Farm, Orchard",,,https://amzn.to/3na4CYG,,
With,"23 quart pressure canner and pressure cooker, you can",,Hawaii,,"23 quart pressure canner and pressure cooker, you can, , Hawaii","U-Pick Farm, Orchard",apples,,https://www.amazon.com/dp/B0000BYCFU/ref=nosim?tag=pyo-20,,
Farm owners,,,Idaho,,,"U-Pick Farm, Orchard",apple,,,,
Raspberry,,,Idaho,,,"U-Pick Farm, Orchard","tomatoes, apples, apples, tomatoes, Pumpkin",,,,
Toggle,,,Idaho,,", Idaho","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pickyourown.org/,,
Start,,,Idaho,,", Idaho","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pickyourown.org/statelist3.php,,
Gmail",,,Idaho,,", Idaho","U-Pick Farm, Orchard",,,,,
Pumpkins,,,Idaho,,", Idaho","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pumpkinpatchesandmore.org/IDpumpkins.php,,
Other,,,Idaho,,", Idaho","U-Pick Farm, Orchard",,,,,
Discover,,,Idaho,,", Idaho","U-Pick Farm, Orchard","apples, tomatoes",,,,
Don,,,Idaho,,", Idaho","U-Pick Farm, Orchard",corn,,https://www.pumpkinpatchesandmore.org/IDpumpkins.php,,
Click,,,Idaho,,", Idaho","U-Pick Farm, Orchard",,,,,
Boise,,,Idaho,,", Idaho","U-Pick Farm, Orchard",,,,,
Current,,,Idaho,,", Idaho","U-Pick Farm, Orchard",,,,,
Water,,,Idaho,,", Idaho","U-Pick Farm, Orchard",,,https://amzn.to/3JxlwrA,,
Pressure,,,Idaho,,", Idaho","U-Pick Farm, Orchard",,,https://amzn.to/3YwPbsi,,
Canning,,,Idaho,,", Idaho","U-Pick Farm, Orchard",,,https://amzn.to/3Z2nKVF,,
Ball Blue,,,Idaho,,", Idaho","U-Pick Farm, Orchard",,,https://amzn.to/3JUfpiy,,
Jars,,,Idaho,,", Idaho","U-Pick Farm, Orchard",,,https://amzn.to/3n8pz6o,,
Lids,,,Idaho,,", Idaho","U-Pick Farm, Orchard",,,https://amzn.to/3Z7sJEt,,
Wide,,,Idaho,,", Idaho","U-Pick Farm, Orchard",,,https://amzn.to/464ylnw,,
Children,,,Idaho,,", Idaho","U-Pick Farm, Orchard",,,http://www.consignmentsalefinder.org/ID.php,,
Farm,,,Idaho,,", Idaho","U-Pick Farm, Orchard",,,http://www.localfarmmarkets.org/IDfarmmarkets.php,,
Road,,,Idaho,,", Idaho","U-Pick Farm, Orchard",,,http://www.roadtrippingandcamping.com//ID.php,,
Consumer,,,Idaho,,", Idaho","U-Pick Farm, Orchard",,,http://www.consumerfraudreporting.org/,,
Environmental,,,Idaho,,", Idaho","U-Pick Farm, Orchard",,,http://www.ehso.com/contents.php,,
Festivals,,,Idaho,,", Idaho","U-Pick Farm, Orchard",,,https://www.pickyourown.org/festivals.php,,
Pumpkin,,,Idaho,,", Idaho","U-Pick Farm, Orchard",corn,,https://www.pumpkinpatchesandmore.org/IDpumpkins.php,,
Get,,,Idaho,,", Idaho","U-Pick Farm, Orchard",,,https://amzn.to/3na4CYG,,
With,"23 quart pressure canner and pressure cooker, you can",,Idaho,,"23 quart pressure canner and pressure cooker, you can, , Idaho","U-Pick Farm, Orchard",apples,,https://www.amazon.com/dp/B0000BYCFU/ref=nosim?tag=pyo-20,,
Farm owners,,,Illinois,,,"U-Pick Farm, Orchard","Apple, Pumpkin, apples, apple",,,,
Central Illinois farms and orchards! Or click on the map below!,,,Illinois,,,"U-Pick Farm, Orchard",,,,,
"To find choose and cut-your-own Christmas tree farms, click here.",,,Illinois,,,"U-Pick Farm, Orchard",,,,,
Toggle,,,Illinois,,", Illinois","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pickyourown.org/,,
Start,,,Illinois,,", Illinois","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pickyourown.org/statelist3.php,,
Gmail",,,Illinois,,", Illinois","U-Pick Farm, Orchard",,,,,
Pumpkins,,,Illinois,,", Illinois","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pumpkinpatchesandmore.org/ILpumpkins.php,,
Other,,,Illinois,,", Illinois","U-Pick Farm, Orchard",,,,,
Discover,,,Illinois,,", Illinois","U-Pick Farm, Orchard",apples,,,,
Don,,,Illinois,,", Illinois","U-Pick Farm, Orchard",corn,,https://www.pumpkinpatchesandmore.org/ILpumpkins.php,,
Click,,,Illinois,,", Illinois","U-Pick Farm, Orchard",,,,,
Central Illinois,,,Illinois,,", Illinois","U-Pick Farm, Orchard",,,,,
Crop,,,Illinois,,", Illinois","U-Pick Farm, Orchard",,,,,
Black,,,Illinois,,", Illinois","U-Pick Farm, Orchard",,,,,
Water,,,Illinois,,", Illinois","U-Pick Farm, Orchard",,,https://amzn.to/3JxlwrA,,
Pressure,,,Illinois,,", Illinois","U-Pick Farm, Orchard",,,https://amzn.to/3YwPbsi,,
Canning,,,Illinois,,", Illinois","U-Pick Farm, Orchard",,,https://amzn.to/3Z2nKVF,,
Ball Blue,,,Illinois,,", Illinois","U-Pick Farm, Orchard",,,https://amzn.to/3JUfpiy,,
Jars,,,Illinois,,", Illinois","U-Pick Farm, Orchard",,,https://amzn.to/3n8pz6o,,
Lids,,,Illinois,,", Illinois","U-Pick Farm, Orchard",,,https://amzn.to/3Z7sJEt,,
Wide,,,Illinois,,", Illinois","U-Pick Farm, Orchard",,,https://amzn.to/464ylnw,,
Children,,,Illinois,,", Illinois","U-Pick Farm, Orchard",,,http://www.consignmentsalefinder.org/IL.php,,
Farm,,,Illinois,,", Illinois","U-Pick Farm, Orchard",,,http://www.localfarmmarkets.org/ILfarmmarkets.php,,
Road,,,Illinois,,", Illinois","U-Pick Farm, Orchard",,,http://www.roadtrippingandcamping.com//IL.php,,
Consumer,,,Illinois,,", Illinois","U-Pick Farm, Orchard",,,http://www.consumerfraudreporting.org/,,
Environmental,,,Illinois,,", Illinois","U-Pick Farm, Orchard",,,http://www.ehso.com/contents.php,,
Festivals,,,Illinois,,", Illinois","U-Pick Farm, Orchard",,,https://www.pickyourown.org/festivals.php,,
Pumpkin,,,Illinois,,", Illinois","U-Pick Farm, Orchard",corn,,https://www.pumpkinpatchesandmore.org/ILpumpkins.php,,
Get,,,Illinois,,", Illinois","U-Pick Farm, Orchard",,,https://amzn.to/3na4CYG,,
With,"23 quart pressure canner and pressure cooker, you can",,Illinois,,"23 quart pressure canner and pressure cooker, you can, , Illinois","U-Pick Farm, Orchard",apples,,https://www.amazon.com/dp/B0000BYCFU/ref=nosim?tag=pyo-20,,
Farm owners,,,Indiana,,,"U-Pick Farm, Orchard",,,,,
"PYO farms in Northern Indiana""",,,Indiana,,,"U-Pick Farm, Orchard","To find pumpkin patches, corn mazes and other Halloween activities, click here.",,,,
"To find choose and cut-your-own Christmas tree farms, click here.",,,Indiana,,,"U-Pick Farm, Orchard",,,,,
Toggle,,,Indiana,,", Indiana","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pickyourown.org/,,
Start,,,Indiana,,", Indiana","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pickyourown.org/statelist3.php,,
Gmail",,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,,,
Pumpkins,,,Indiana,,", Indiana","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pumpkinpatchesandmore.org/INpumpkins.php,,
Other,,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,,,
Don,,,Indiana,,", Indiana","U-Pick Farm, Orchard",corn,,https://www.pumpkinpatchesandmore.org/INpumpkins.php,,
Click,,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,,,
Central Indiana,,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,,,
Central,,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,,,
Crop,,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,,,
Children,,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,https://www.consignmentsalefinder.org/IN.php,,
Canning Supplies Store,,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,,,
Current,,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,,,
Water,,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,https://amzn.to/3JxlwrA,,
Pressure,,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,https://amzn.to/3YwPbsi,,
Canning,,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,https://amzn.to/3Z2nKVF,,
Ball Blue,,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,https://amzn.to/3JUfpiy,,
Jars,,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,https://amzn.to/3n8pz6o,,
Lids,,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,https://amzn.to/3Z7sJEt,,
Wide,,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,https://amzn.to/464ylnw,,
Farm,,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,http://www.localfarmmarkets.org/INfarmmarkets.php,,
Road,,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,http://www.roadtrippingandcamping.com//IN.php,,
Consumer,,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,http://www.consumerfraudreporting.org/,,
Environmental,,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,http://www.ehso.com/contents.php,,
Festivals,,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,https://www.pickyourown.org/festivals.php,,
Pumpkin,,,Indiana,,", Indiana","U-Pick Farm, Orchard",corn,,https://www.pumpkinpatchesandmore.org/INpumpkins.php,,
Get,,,Indiana,,", Indiana","U-Pick Farm, Orchard",,,https://amzn.to/3na4CYG,,
With,"23 quart pressure canner and pressure cooker, you can",,Indiana,,"23 quart pressure canner and pressure cooker, you can, , Indiana","U-Pick Farm, Orchard",apples,,https://www.amazon.com/dp/B0000BYCFU/ref=nosim?tag=pyo-20,,
Farm owners,,,Iowa,,,"U-Pick Farm, Orchard","Pumpkins, apple, Pumpkin, tomatoes, Pumpkin, pumpkin, apples, corn",,,,
"To find choose and cut-your-own Christmas tree farms, click here.",,,Iowa,,,"U-Pick Farm, Orchard","Tomato, pumpkin, Apple, Pumpkin",,,,
Toggle,,,Iowa,,", Iowa","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pickyourown.org/,,
Start,,,Iowa,,", Iowa","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pickyourown.org/statelist3.php,,
Gmail",,,Iowa,,", Iowa","U-Pick Farm, Orchard",,,,,
Pumpkins,,,Iowa,,", Iowa","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pumpkinpatchesandmore.org/IApumpkins.php,,
Other,,,Iowa,,", Iowa","U-Pick Farm, Orchard",,,,,
Discover,,,Iowa,,", Iowa","U-Pick Farm, Orchard","pumpkins, tomatoes",,,,
Don,,,Iowa,,", Iowa","U-Pick Farm, Orchard",corn,,https://www.pumpkinpatchesandmore.org/IApumpkins.php,,
Click,,,Iowa,,", Iowa","U-Pick Farm, Orchard",,,,,
Greater,,,Iowa,,", Iowa","U-Pick Farm, Orchard",,,,,
Central,,,Iowa,,", Iowa","U-Pick Farm, Orchard",,,,,
Crop,,,Iowa,,", Iowa","U-Pick Farm, Orchard",,,,,
Water,,,Iowa,,", Iowa","U-Pick Farm, Orchard",,,https://amzn.to/3JxlwrA,,
Pressure,,,Iowa,,", Iowa","U-Pick Farm, Orchard",,,https://amzn.to/3YwPbsi,,
Canning,,,Iowa,,", Iowa","U-Pick Farm, Orchard",,,https://amzn.to/3Z2nKVF,,
Ball Blue,,,Iowa,,", Iowa","U-Pick Farm, Orchard",,,https://amzn.to/3JUfpiy,,
Jars,,,Iowa,,", Iowa","U-Pick Farm, Orchard",,,https://amzn.to/3n8pz6o,,
Lids,,,Iowa,,", Iowa","U-Pick Farm, Orchard",,,https://amzn.to/3Z7sJEt,,
Wide,,,Iowa,,", Iowa","U-Pick Farm, Orchard",,,https://amzn.to/464ylnw,,
Children,,,Iowa,,", Iowa","U-Pick Farm, Orchard",,,http://www.consignmentsalefinder.org/IA.php,,
Farm,,,Iowa,,", Iowa","U-Pick Farm, Orchard",,,http://www.localfarmmarkets.org/IAfarmmarkets.php,,
Road,,,Iowa,,", Iowa","U-Pick Farm, Orchard",,,http://www.roadtrippingandcamping.com//IA.php,,
Consumer,,,Iowa,,", Iowa","U-Pick Farm, Orchard",,,http://www.consumerfraudreporting.org/,,
Environmental,,,Iowa,,", Iowa","U-Pick Farm, Orchard",,,http://www.ehso.com/contents.php,,
Festivals,,,Iowa,,", Iowa","U-Pick Farm, Orchard",,,https://www.pickyourown.org/festivals.php,,
Pumpkin,,,Iowa,,", Iowa","U-Pick Farm, Orchard",corn,,https://www.pumpkinpatchesandmore.org/IApumpkins.php,,
Get,,,Iowa,,", Iowa","U-Pick Farm, Orchard",,,https://amzn.to/3na4CYG,,
With,"23 quart pressure canner and pressure cooker, you can",,Iowa,,"23 quart pressure canner and pressure cooker, you can, , Iowa","U-Pick Farm, Orchard",apples,,https://www.amazon.com/dp/B0000BYCFU/ref=nosim?tag=pyo-20,,
Farm owners,,,Kansas,,,"U-Pick Farm, Orchard",,,,,
Toggle,,,Kansas,,", Kansas","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pickyourown.org/,,
Start,,,Kansas,,", Kansas","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pickyourown.org/statelist3.php,,
Gmail",,,Kansas,,", Kansas","U-Pick Farm, Orchard",,,,,
Pumpkins,,,Kansas,,", Kansas","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pumpkinpatchesandmore.org/KSpumpkins.php,,
Other,,,Kansas,,", Kansas","U-Pick Farm, Orchard",,,,,
Discover,,,Kansas,,", Kansas","U-Pick Farm, Orchard",,,,,
Don,,,Kansas,,", Kansas","U-Pick Farm, Orchard",corn,,https://www.pumpkinpatchesandmore.org/KSpumpkins.php,,
Click,,,Kansas,,", Kansas","U-Pick Farm, Orchard",,,,,
Riley,,,Kansas,,", Kansas","U-Pick Farm, Orchard",,,,,
Topeka,,,Kansas,,", Kansas","U-Pick Farm, Orchard",,,,,
Wichita Area,,,Kansas,,", Kansas","U-Pick Farm, Orchard",,,,,
Water,,,Kansas,,", Kansas","U-Pick Farm, Orchard",,,https://amzn.to/3JxlwrA,,
Pressure,,,Kansas,,", Kansas","U-Pick Farm, Orchard",,,https://amzn.to/3YwPbsi,,
Canning,,,Kansas,,", Kansas","U-Pick Farm, Orchard",,,https://amzn.to/3Z2nKVF,,
Ball Blue,,,Kansas,,", Kansas","U-Pick Farm, Orchard",,,https://amzn.to/3JUfpiy,,
Jars,,,Kansas,,", Kansas","U-Pick Farm, Orchard",,,https://amzn.to/3n8pz6o,,
Lids,,,Kansas,,", Kansas","U-Pick Farm, Orchard",,,https://amzn.to/3Z7sJEt,,
Wide,,,Kansas,,", Kansas","U-Pick Farm, Orchard",,,https://amzn.to/464ylnw,,
Children,,,Kansas,,", Kansas","U-Pick Farm, Orchard",,,http://www.consignmentsalefinder.org/KS.php,,
Farm,,,Kansas,,", Kansas","U-Pick Farm, Orchard",,,http://www.localfarmmarkets.org/KSfarmmarkets.php,,
Road,,,Kansas,,", Kansas","U-Pick Farm, Orchard",,,http://www.roadtrippingandcamping.com//KS.php,,
Consumer,,,Kansas,,", Kansas","U-Pick Farm, Orchard",,,http://www.consumerfraudreporting.org/,,
Environmental,,,Kansas,,", Kansas","U-Pick Farm, Orchard",,,http://www.ehso.com/contents.php,,
Festivals,,,Kansas,,", Kansas","U-Pick Farm, Orchard",,,https://www.pickyourown.org/festivals.php,,
Pumpkin,,,Kansas,,", Kansas","U-Pick Farm, Orchard",corn,,https://www.pumpkinpatchesandmore.org/KSpumpkins.php,,
Get,,,Kansas,,", Kansas","U-Pick Farm, Orchard",,,https://amzn.to/3na4CYG,,
With,"23 quart pressure canner and pressure cooker, you can",,Kansas,,"23 quart pressure canner and pressure cooker, you can, , Kansas","U-Pick Farm, Orchard",apples,,https://www.amazon.com/dp/B0000BYCFU/ref=nosim?tag=pyo-20,,
Farm owners,,,Kentucky,,,"U-Pick Farm, Orchard","Pumpkins, Pumpkin, Apple, apples, Pumpkins, Pumpkin, apples, Apple",,,,
Toggle,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pickyourown.org/,,
Start,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pickyourown.org/statelist3.php,,
Gmail",,,Kentucky,,", Kentucky","U-Pick Farm, Orchard",,,,,
Pumpkins,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pumpkinpatchesandmore.org/KYpumpkins.php,,
Other,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard",,,,,
Discover,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard","apples, pumpkins",,,,
Don,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard",corn,,https://www.pumpkinpatchesandmore.org/KYpumpkins.php,,
Click,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard",,,,,
Louisville,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard",,,,,
Lexington,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard",,,,,
Water,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard",,,https://amzn.to/3JxlwrA,,
Pressure,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard",,,https://amzn.to/3YwPbsi,,
Canning,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard",,,https://amzn.to/3Z2nKVF,,
Ball Blue,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard",,,https://amzn.to/3JUfpiy,,
Jars,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard",,,https://amzn.to/3n8pz6o,,
Lids,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard",,,https://amzn.to/3Z7sJEt,,
Wide,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard",,,https://amzn.to/464ylnw,,
Children,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard",,,http://www.consignmentsalefinder.org/KY.php,,
Farm,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard",,,http://www.localfarmmarkets.org/KYfarmmarkets.php,,
Road,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard",,,http://www.roadtrippingandcamping.com//KY.php,,
Consumer,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard",,,http://www.consumerfraudreporting.org/,,
Environmental,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard",,,http://www.ehso.com/contents.php,,
Festivals,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard",,,https://www.pickyourown.org/festivals.php,,
Pumpkin,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard",corn,,https://www.pumpkinpatchesandmore.org/KYpumpkins.php,,
Get,,,Kentucky,,", Kentucky","U-Pick Farm, Orchard",,,https://amzn.to/3na4CYG,,
With,"23 quart pressure canner and pressure cooker, you can",,Kentucky,,"23 quart pressure canner and pressure cooker, you can, , Kentucky","U-Pick Farm, Orchard",apples,,https://www.amazon.com/dp/B0000BYCFU/ref=nosim?tag=pyo-20,,
Farm owners,,,Louisiana,,,"U-Pick Farm, Orchard",apple,,,,
Toggle,,,Louisiana,,", Louisiana","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pickyourown.org/,,
Start,,,Louisiana,,", Louisiana","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pickyourown.org/statelist3.php,,
Gmail",,,Louisiana,,", Louisiana","U-Pick Farm, Orchard",,,,,
Pumpkins,,,Louisiana,,", Louisiana","U-Pick Farm, Orchard","pumpkins, corn",,https://www.pumpkinpatchesandmore.org/LApumpkins.php,,
Other,,,Louisiana,,", Louisiana","U-Pick Farm, Orchard",,,,,
Discover,,,Louisiana,,", Louisiana","U-Pick Farm, Orchard",,,,,
Don,,,Louisiana,,", Louisiana","U-Pick Farm, Orchard",corn,,https://www.pumpkinpatchesandmore.org/LApumpkins.php,,
Click,,,Louisiana,,", Louisiana","U-Pick Farm, Orchard",,,,,
Baton Rouge,,,Louisiana,,", Louisiana","U-Pick Farm, Orchard",,,,,
Water,,,Louisiana,,", Louisiana","U-Pick Farm, Orchard",,,https://amzn.to/3JxlwrA,,
Pressure,,,Louisiana,,", Louisiana","U-Pick Farm, Orchard",,,https://amzn.to/3YwPbsi,,
Canning,,,Louisiana,,", Louisiana","U-Pick Farm, Orchard",,,https://amzn.to/3Z2nKVF,,
Ball Blue,,,Louisiana,,", Louisiana","U-Pick Farm, Orchard",,,https://amzn.to/3JUfpiy,,
Jars,,,Louisiana,,", Louisiana","U-Pick Farm, Orchard",,,https://amzn.to/3n8pz6o,,
Lids,,,Louisiana,,", Louisiana","U-Pick Farm, Orchard",,,https://amzn.to/3Z7sJEt,,
Wide,,,Louisiana,,", Louisiana","U-Pick Farm, Orchard",,,https://amzn.to/464ylnw,,
Children,,,Louisiana,,", Louisiana","U-Pick Farm, Orchard",,,http://www.consignmentsalefinder.org/LA.php,,
Farm,,,Louisiana,,", Louisiana","U-Pick Farm, Orchard",,,http://www.localfarmmarkets.org/LAfarmmarkets.php,,
Road,,,Louisiana,,", Louisiana","U-Pick Farm, Orchard",,,http://www.roadtrippingandcamping.com//LA.php,,
Consumer,,,Louisiana,,", Louisiana","U-Pick Farm, Orchard",,,http://www.consumerfraudreporting.org/,,
Environmental,,,Louisiana,,", Louisiana","U-Pick Farm, Orchard",,,http://www.ehso.com/contents.php,,
Festivals,,,Louisiana,,", Louisiana","U-Pick Farm, Orchard",,,https://www.pickyourown.org/festivals.php,,
